delta_time	protocols	ip_src	ip_dst	port_src	port_dst	frame_len	udp_len	ip_ttl	icmp_type	tos	ip_flags_rb	ip_flags_df	ip_flags_mf	tcp_flags_res	tcp_flags_ns	tcp_flags_cwr	tcp_flags_ecn	tcp_flags_urg	tcp_flags_ack	tcp_flags_push	tcp_flags_reset	tcp_flags_syn	tcp_flags_fin	epoch_time	label	tipo_ataque
0.007106	UDP	192.168.100.147	192.168.100.7	2874.0	80.0	60	8.0	64		0	0	0	0											1528084921.685913	1	DoS_UDP
5e-06	UDP	192.168.100.147	192.168.100.7	2875.0	80.0	60	8.0	64		0	0	0	0											1528084921.685918	1	DoS_UDP
2e-06	UDP	192.168.100.147	192.168.100.7	2876.0	80.0	60	8.0	64		0	0	0	0											1528084921.68592	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2877.0	80.0	60	8.0	64		0	0	0	0											1528084921.685921	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2878.0	80.0	60	8.0	64		0	0	0	0											1528084921.685922	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2879.0	80.0	60	8.0	64		0	0	0	0											1528084921.685923	1	DoS_UDP
0.00037	UDP	192.168.100.147	192.168.100.7	2880.0	80.0	60	8.0	64		0	0	0	0											1528084921.686293	1	DoS_UDP
4e-06	UDP	192.168.100.147	192.168.100.7	2881.0	80.0	60	8.0	64		0	0	0	0											1528084921.686297	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2882.0	80.0	60	8.0	64		0	0	0	0											1528084921.686298	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2883.0	80.0	60	8.0	64		0	0	0	0											1528084921.686299	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2884.0	80.0	60	8.0	64		0	0	0	0											1528084921.6863	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2885.0	80.0	60	8.0	64		0	0	0	0											1528084921.686301	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2886.0	80.0	60	8.0	64		0	0	0	0											1528084921.686302	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2887.0	80.0	60	8.0	64		0	0	0	0											1528084921.686303	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2888.0	80.0	60	8.0	64		0	0	0	0											1528084921.686304	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2889.0	80.0	60	8.0	64		0	0	0	0											1528084921.686305	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2890.0	80.0	60	8.0	64		0	0	0	0											1528084921.686306	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2891.0	80.0	60	8.0	64		0	0	0	0											1528084921.686307	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2892.0	80.0	60	8.0	64		0	0	0	0											1528084921.686308	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2893.0	80.0	60	8.0	64		0	0	0	0											1528084921.686309	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2894.0	80.0	60	8.0	64		0	0	0	0											1528084921.68631	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2895.0	80.0	60	8.0	64		0	0	0	0											1528084921.686311	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2896.0	80.0	60	8.0	64		0	0	0	0											1528084921.686312	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2897.0	80.0	60	8.0	64		0	0	0	0											1528084921.686313	1	DoS_UDP
1e-06	UDP	192.168.100.147	192.168.100.7	2898.0	80.0	60	8.0	64		0	0	0	0											1528084921.686314	1	DoS_UDP
