delta_time	protocols	ip_src	ip_dst	port_src	port_dst	frame_len	udp_len	ip_ttl	icmp_type	tos	ip_flags_rb	ip_flags_df	ip_flags_mf	tcp_flags_res	tcp_flags_ns	tcp_flags_cwr	tcp_flags_ecn	tcp_flags_urg	tcp_flags_ack	tcp_flags_push	tcp_flags_reset	tcp_flags_syn	tcp_flags_fin	epoch_time	label	tipo_ataque
1e-06	UDP	192.168.100.149	192.168.100.3	25986.0	80.0	60	8.0	64		0	0	0	0											1528099784.09361	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	25987.0	80.0	60	8.0	64		0	0	0	0											1528099784.093611	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	25988.0	80.0	60	8.0	64		0	0	0	0											1528099784.093611	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	25989.0	80.0	60	8.0	64		0	0	0	0											1528099784.093612	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	25990.0	80.0	60	8.0	64		0	0	0	0											1528099784.093613	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	25991.0	80.0	60	8.0	64		0	0	0	0											1528099784.093613	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	25992.0	80.0	60	8.0	64		0	0	0	0											1528099784.093614	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	25993.0	80.0	60	8.0	64		0	0	0	0											1528099784.093614	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	25994.0	80.0	60	8.0	64		0	0	0	0											1528099784.093615	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	25995.0	80.0	60	8.0	64		0	0	0	0											1528099784.093615	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	25996.0	80.0	60	8.0	64		0	0	0	0											1528099784.093616	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	25997.0	80.0	60	8.0	64		0	0	0	0											1528099784.093616	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	25998.0	80.0	60	8.0	64		0	0	0	0											1528099784.093617	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	25999.0	80.0	60	8.0	64		0	0	0	0											1528099784.093617	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26000.0	80.0	60	8.0	64		0	0	0	0											1528099784.093618	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26001.0	80.0	60	8.0	64		0	0	0	0											1528099784.093618	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26002.0	80.0	60	8.0	64		0	0	0	0											1528099784.093619	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26003.0	80.0	60	8.0	64		0	0	0	0											1528099784.093619	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26004.0	80.0	60	8.0	64		0	0	0	0											1528099784.09362	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26005.0	80.0	60	8.0	64		0	0	0	0											1528099784.09362	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26006.0	80.0	60	8.0	64		0	0	0	0											1528099784.093621	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26007.0	80.0	60	8.0	64		0	0	0	0											1528099784.093621	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26008.0	80.0	60	8.0	64		0	0	0	0											1528099784.093622	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26009.0	80.0	60	8.0	64		0	0	0	0											1528099784.093623	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26010.0	80.0	60	8.0	64		0	0	0	0											1528099784.093623	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26011.0	80.0	60	8.0	64		0	0	0	0											1528099784.093624	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26012.0	80.0	60	8.0	64		0	0	0	0											1528099784.093624	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26013.0	80.0	60	8.0	64		0	0	0	0											1528099784.093625	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26014.0	80.0	60	8.0	64		0	0	0	0											1528099784.093625	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26015.0	80.0	60	8.0	64		0	0	0	0											1528099784.093626	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26016.0	80.0	60	8.0	64		0	0	0	0											1528099784.093627	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26017.0	80.0	60	8.0	64		0	0	0	0											1528099784.093627	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26018.0	80.0	60	8.0	64		0	0	0	0											1528099784.093628	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26019.0	80.0	60	8.0	64		0	0	0	0											1528099784.093629	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26020.0	80.0	60	8.0	64		0	0	0	0											1528099784.093629	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26021.0	80.0	60	8.0	64		0	0	0	0											1528099784.09363	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26022.0	80.0	60	8.0	64		0	0	0	0											1528099784.09363	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26023.0	80.0	60	8.0	64		0	0	0	0											1528099784.093631	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26024.0	80.0	60	8.0	64		0	0	0	0											1528099784.093631	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26025.0	80.0	60	8.0	64		0	0	0	0											1528099784.093632	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26026.0	80.0	60	8.0	64		0	0	0	0											1528099784.093632	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26027.0	80.0	60	8.0	64		0	0	0	0											1528099784.093633	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26028.0	80.0	60	8.0	64		0	0	0	0											1528099784.093633	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26029.0	80.0	60	8.0	64		0	0	0	0											1528099784.093634	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26030.0	80.0	60	8.0	64		0	0	0	0											1528099784.093634	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26031.0	80.0	60	8.0	64		0	0	0	0											1528099784.093635	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26032.0	80.0	60	8.0	64		0	0	0	0											1528099784.093635	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26033.0	80.0	60	8.0	64		0	0	0	0											1528099784.093636	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26034.0	80.0	60	8.0	64		0	0	0	0											1528099784.093636	1	DDoS_UDP
1e-06	UDP	192.168.100.149	192.168.100.3	26035.0	80.0	60	8.0	64		0	0	0	0											1528099784.093637	1	DDoS_UDP
0.0	UDP	192.168.100.149	192.168.100.3	26036.0	80.0	60	8.0	64		0	0	0	0											1528099784.093637	1	DDoS_UDP
